,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
1630,RT @jpmarthoz: Sir Elton John has become the latest celebrity to leave Twitter since its acquisition by Tesla boss Elon Musk. The singer bl…, sir elton john has become the latest celebrity to leave twitter since its acquisition by tesla boss elon musk  the singer bl ,0.5,0.9,positive,0.049,0.816,0.135,0.4767
1633,"@Libby4Trump Here's your HOURLY update on TSLA:
Company: Tesla Inc ($TSLA)

Current Stock Price: $179.02

Stock Pri… https://t.co/pJ5d7bnY85",  here s your hourly update on tsla  company  tesla inc   tsla   current stock price   179 02  stock pri   ,0.0,0.4,neutral,0.0,1.0,0.0,0.0
1637,⭐️ ¿Quién asume la responsabilidad de los coches con piloto automático cuando fallan y matan personas? https://t.co/QAJtPXabOF,    qui n asume la responsabilidad de los coches con piloto autom tico cuando fallan y matan personas   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1638,"REAL Free clean energy ⚡️⚡️
Independent researchers have created electro-magnetic motor, based on Nikola Tesla's pa… https://t.co/QP6hPapwRY",real free clean energy      independent researchers have created electro magnetic motor  based on nikola tesla s pa   ,0.32222222222222224,0.6083333333333334,positive,0.0,0.543,0.457,0.8442
1639,"RT @ton_aarts: ""Satan, migrants, and [child] blood-drinking globalists""

Goedemorgen, Tesla eigenaren in Nederland. Nog steeds zo trots op…",  satan  migrants  and  child  blood drinking globalists   goedemorgen  tesla eigenaren in nederland  nog steeds zo trots op ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1640,RT @Teslarati: A Tesla Model S Plaid from Unplugged Performance has shattered a lap record at the Willow Springs Raceway in Southern Califo…, a tesla model s plaid from unplugged performance has shattered a lap record at the willow springs raceway in southern califo ,0.0,0.0,negative,0.154,0.846,0.0,-0.4767
1641,"@Sakyo_Tesla めちゃくちゃ良かった
1000万オーバーですからね",  tesla            1000          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1643,@Tesla_369 @BenVerlander That's just not true at all lmao,  369   that s just not true at all lmao,0.2125,0.825,positive,0.191,0.491,0.319,0.3753
1644,RT @iTerryTommy: Ok but when I said riding in a Tesla felt like riding in a cardboard box…., ok but when i said riding in a tesla felt like riding in a cardboard box  ,0.5,0.5,positive,0.0,0.694,0.306,0.5927
1646,Tesla Cybertruck body spotted ahead of production start https://t.co/SqoWQ9h9aN by @fredericlambert #Bjmt,tesla cybertruck body spotted ahead of production start   by    bjmt,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1647,"RT @SjvTesla: Stop me if you've heard this_
Homeless boy becomes a man with ambition who then becomes President of a Tesla Owners Club.
If…", stop me if you ve heard this  homeless boy becomes a man with ambition who then becomes president of a tesla owners club  if ,0.0,0.0,negative,0.095,0.905,0.0,-0.296
1648,"@DBurkland @Tesla @TeslaOwnersMN @elonmusk I’m just glad they didn’t remove the seat heater icon, like last year, w… https://t.co/Ex9RAcm6wI",        i m just glad they didn t remove the seat heater icon  like last year  w   ,0.25,0.5333333333333333,positive,0.0,0.645,0.355,0.6705
1649,"RT @SawyerMerritt: HUGE new staging/transport lot! Tesla is going to need as much space as possible with more Model Y, Cybertruck, Semi, et…", huge new staging transport lot  tesla is going to need as much space as possible with more model y  cybertruck  semi  et ,0.24727272727272726,0.610909090909091,positive,0.0,0.897,0.103,0.3182
1654,"RT @onotakaattoyota: bz4x、EV6、model Yの3台の乗り比べ動画in台湾
運転体験：EV6&gt;bz4x&gt;modelY
電費：bz4x&gt;EV6&gt;modelY
ただ、満充電までの時間はbz4xが一番長い🤣
結論：bz4xは通勤向き

【該怎麼選】Tesl…", bz4x ev6 model y 3        in        ev6 gt bz4x gt modely    bz4x gt ev6 gt modely             bz4x          bz4x             tesl ,0.0,0.0,positive,0.0,0.607,0.393,0.7506
1656,@auctnr1 @Tesla @GM @YahooFinance Paul Hastings is a fraudulent institution and racist,        paul hastings is a fraudulent institution and racist,0.0,0.0,negative,0.59,0.41,0.0,-0.802
1657,"@cymba_de @Tesla Run into that, too.",  de   run into that  too ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1659,"@RezzaBuh @TZajicek @KotikJakub Musí, protože jednak EV obsahuje inherentní kompromisy a i při kvalitativním srovná… https://t.co/kZkeINJRRD",      mus   proto e jednak ev obsahuje inherentn  kompromisy a i p i kvalitativn m srovn    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1660,@mbmaybachfans Oder man kauft sich stattdessen vier Model 3! Beautiful and 1800 km range.,  oder man kauft sich stattdessen vier model 3  beautiful and 1800 km range ,0.85,1.0,positive,0.0,0.738,0.262,0.5994
1663,@TeeTee_tesla 私の行きやすさでいえばアルツしかないけど東京方面からのきやすさだと那須もいいですね！那須らへんのスキー場は行ったことないですけどいいとこありますか？,  tesla                                                                           ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1664,"Tesla serait en passe d’utiliser un radar de nouvelle génération, un an après les avoir retiré
 https://t.co/CSJA94Mrs6",tesla serait en passe d utiliser un radar de nouvelle g n ration  un an apr s les avoir retir    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1666,"Hello, I am Glemet Lundström from Tartu, Estonia.  I have a problem with Mr. Elon Reeve Musk. He stole many inventi… https://t.co/2Brru69mup",hello  i am glemet lundstr m from tartu  estonia   i have a problem with mr  elon reeve musk  he stole many inventi   ,0.5,0.5,negative,0.137,0.863,0.0,-0.4019
1667,"RT @rainmeie: Also eine Ausnahme nur für Tesla-Fahrer mit eigenem Haus?
Schon fast rührend, wie unsere Politiker sich für ihre persönlichen…", also eine ausnahme nur f r tesla fahrer mit eigenem haus  schon fast r hrend  wie unsere politiker sich f r ihre pers nlichen ,0.2,0.6,neutral,0.0,1.0,0.0,0.0
1669,"Hello, I am Glemet Lundström from Tartu, Estonia.  I have a problem with Mr. Elon Reeve Musk. He stole many inventi… https://t.co/W24705lsBT",hello  i am glemet lundstr m from tartu  estonia   i have a problem with mr  elon reeve musk  he stole many inventi   ,0.5,0.5,negative,0.137,0.863,0.0,-0.4019
1670,@TeslaJoy Really what's this they look like you're about to transform into a Tesla car ..  are you ok🤔,  really what s this they look like you re about to transform into a tesla car     are you ok ,0.35,0.35,positive,0.0,0.761,0.239,0.5719
1673,https://t.co/SHqdpbxsro : 6e9c4879-dc89-4117-8f02-78e84ec49517,    6e9c4879 dc89 4117 8f02 78e84ec49517,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1674,"Hello, I am Glemet Lundström from Tartu, Estonia.  I have a problem with Mr. Elon Reeve Musk. He stole many inventi… https://t.co/PmmQvr25rS",hello  i am glemet lundstr m from tartu  estonia   i have a problem with mr  elon reeve musk  he stole many inventi   ,0.5,0.5,negative,0.137,0.863,0.0,-0.4019
1675,@frankdegods A man of many talents https://t.co/Oh7wLmWFx9,  a man of many talents  ,0.5,0.5,positive,0.0,0.5,0.5,0.4588
1679,@Tesla @elonmusk Why is everyone with an account (the website is there and it’s always a live camxxx address. I’m g… https://t.co/N6XEqDwbT8,    why is everyone with an account  the website is there and it s always a live camxxx address  i m g   ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
1680,"RT @toyo1126_10: まゆんさんより

🛑Tesla Phone☆スマートフォン

こちらからどうぞ☺️
⬇
https://t.co/TucMYYWeaJ",           tesla phone                        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1681,"RT @kryptochay: 🚨⚡️📢 Stopped By the Spacex Billboard tonight to make sure $VOLT's ads are still up -and there it is!!! ⚡️⚡️⚡️💪🔥🔥🔥🐲
⚡️ @Volt…",      stopped by the spacex billboard tonight to make sure  volt s ads are still up  and there it is                     ,0.5,0.8888888888888888,positive,0.094,0.792,0.114,0.1027
1682,RT @theorente: Idk if this is worse pr for the pitbull or the Tesla, idk if this is worse pr for the pitbull or the tesla,-0.4,0.6,negative,0.31,0.69,0.0,-0.5423
1683,"RT @cps_niconico: #コンパス ⚡️
とある科学の超電磁砲T

12月19日より
コラボ開催決定🪙

「白井黒子」コスチューム
「ラヴィ」を紹介！

▼今すぐダウンロード！
https://t.co/kHtENP3E8v https://t.co/hwYGoH1…",                    t  12 19                                                     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1684,"@MasMadridCiudad @Rita_Maestre Los que os quejais por el precio d ela vivienda en el centro de Madrid, el pobre que… https://t.co/HYEOZSnkFd",    maestre los que os quejais por el precio d ela vivienda en el centro de madrid  el pobre que   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1687,"Hello, I am Glemet Lundström from Tartu, Estonia.  I have a problem with Mr. Elon Reeve Musk. He stole many inventi… https://t.co/lYCNDOCknl",hello  i am glemet lundstr m from tartu  estonia   i have a problem with mr  elon reeve musk  he stole many inventi   ,0.5,0.5,negative,0.137,0.863,0.0,-0.4019
1691,"RT @techeblog: The #Tesla Bot can barely walk, while #Xiaomi's CyberOne humanoid robot can already drum. #robotics https://t.co/geZxVRRVR7", the  tesla bot can barely walk  while  xiaomi s cyberone humanoid robot can already drum   robotics  ,0.05,0.1,neutral,0.0,1.0,0.0,0.0
1694,"期货锦标赛 ！🎄 🎁 🏎 

波场 @Poloniex 合约交易大赛 !

瓜分1,000,000 USDT，赢玛莎拉蒂豪车大奖！

注册赢取#Maserati 🔱 #Tesla 🚗 #iPhone 📱

点击报名👉… https://t.co/zq1o5P8D3f",                                1 000 000 usdt                  maserati    tesla    iphone            ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1695,"Hello, I am Glemet Lundström from Tartu, Estonia.  I have a problem with Mr. Elon Reeve Musk. He stole many inventi… https://t.co/eKjoiztLKN",hello  i am glemet lundstr m from tartu  estonia   i have a problem with mr  elon reeve musk  he stole many inventi   ,0.5,0.5,negative,0.137,0.863,0.0,-0.4019
1696,RT @cityofmodesto: The City of Modesto is proud to be a part of the @Tesla story and a zero-emission future. @elonmusk, the city of modesto is proud to be a part of the   story and a zero emission future   ,0.4,0.5625,positive,0.0,0.829,0.171,0.4767
1698,RT @DivesTech: Biggest worries/overhangs for the Tesla story remain: Twitter overhang that Musk needs more capital to fund (TSLA shares) lo…, biggest worries overhangs for the tesla story remain  twitter overhang that musk needs more capital to fund  tsla shares  lo ,0.5,0.5,negative,0.122,0.783,0.096,-0.1531
1699,@MikeCarlton01 The way he coughed it out sounds like he doesn't even believe his own words. But they keep on trying. https://t.co/Zoy0BGHTJR,  the way he coughed it out sounds like he doesn t even believe his own words  but they keep on trying   ,0.6,1.0,positive,0.0,0.916,0.084,0.1901
1702,"Hello, I am Glemet Lundström from Tartu, Estonia.  I have a problem with Mr. Elon Reeve Musk. He stole many inventi… https://t.co/5ymCFkJXpk",hello  i am glemet lundstr m from tartu  estonia   i have a problem with mr  elon reeve musk  he stole many inventi   ,0.5,0.5,negative,0.137,0.863,0.0,-0.4019
1703,The evil apartheid state! It's Israel which ruin his Tesla! https://t.co/ZUGMIAvYoJ,the evil apartheid state  it s israel which ruin his tesla   ,-1.0,1.0,negative,0.506,0.494,0.0,-0.8481
1704,'This is election interference': Republicans demand hearings and urge Elon Musk to reveal the GOP candidates who we… https://t.co/UFqKp1fsyr, this is election interference   republicans demand hearings and urge elon musk to reveal the gop candidates who we   ,0.0,0.0,negative,0.081,0.919,0.0,-0.128
1706,RT @PNR_GovPH: @bull_bnb Nice than last one https://t.co/hqK6NZghiO,   bnb nice than last one  ,0.3,0.5333333333333333,positive,0.0,0.588,0.412,0.4215
1708,"Thank you Elon Musk for Tesla, Space X and for Tweeter. I am very grateful for all your hard work and tenacity for… https://t.co/e0xzC8XaUI",thank you elon musk for tesla  space x and for tweeter  i am very grateful for all your hard work and tenacity for   ,-0.04583333333333334,0.4208333333333333,positive,0.056,0.714,0.23,0.659
1711,"@so_fortune @BrianJo75011501 @PolitiReality ""...most of which iscarbon credits subsidized by government...""
Nope.
C… https://t.co/cVDYLYkHKF",  fortune         most of which iscarbon credits subsidized by government     nope  c   ,0.5,0.5,positive,0.0,0.783,0.217,0.3612
1712,"RT @JasonMBrodsky: There have been accounts of #Iran's regime forces electrocuting and raping teenage boys; shooting at women's faces, brea…", there have been accounts of  iran s regime forces electrocuting and raping teenage boys  shooting at women s faces  brea ,0.0,0.0,negative,0.22,0.78,0.0,-0.7003
1713,"I wonder sometimes if Elon Musk thinks ""gee, all the liberals already bought their Tesla. Maybe I can turn on the MAGAS",i wonder sometimes if elon musk thinks  gee  all the liberals already bought their tesla  maybe i can turn on the magas,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1714,"RT @elonmusk: @SawyerMerritt Tesla Team has done incredibly well, despite extremely difficult times. Could not be more proud of them.",   tesla team has done incredibly well  despite extremely difficult times  could not be more proud of them ,0.42500000000000004,0.85,positive,0.129,0.651,0.22,0.238
1715,@bull_bnb Nice than last one https://t.co/hqK6NZghiO,  bnb nice than last one  ,0.3,0.5333333333333333,positive,0.0,0.588,0.412,0.4215
1717,"RT @SawyerMerritt: November was the worst month for annualized China auto sales in the last 9 years, but Tesla had its best 2nd month in a…", november was the worst month for annualized china auto sales in the last 9 years  but tesla had its best 2nd month in a ,0.0,0.3416666666666667,positive,0.09,0.705,0.205,0.6428
1719,@vistacruiser7 @elonmusk @pepesgrandma @tedlieu Do you truly believe he created Tesla?,        do you truly believe he created tesla ,0.0,0.0,positive,0.0,0.505,0.495,0.5994
1721,"Sweet weekend morny ArtFam 🎨😘

Tesla Model S CyberPlaid

The future is just around the corner. Fantasy on what the… https://t.co/Zhw8ePuhxl",sweet weekend morny artfam     tesla model s cyberplaid  the future is just around the corner  fantasy on what the   ,0.175,0.3875,positive,0.0,0.85,0.15,0.4588
1722,⭐️ ¿Quién asume la responsabilidad de los coches con piloto automático cuando fallan y matan personas? https://t.co/Xjh4m6TAbr,    qui n asume la responsabilidad de los coches con piloto autom tico cuando fallan y matan personas   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1723,"@mitchell_tesla GM!

Waking up with a YOUR ITEM SOLD email! The second piece in collab with @Fiatbroke has gone! 🤯🥳… https://t.co/HJiV49aRmv",  tesla gm   waking up with a your item sold email  the second piece in collab with   has gone       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1724,RT @Pursuit66115737: @BabaCugs @ElieFX #EVENT https://t.co/m8StxegB8s,      event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1725,@ItsFeuilletine @ApothekerDer Klingt logisch. Habe mir ein Tesla Logo an den Dacia geklebt. Fährt jetzt mit Strom. 😄😄🤡,    klingt logisch  habe mir ein tesla logo an den dacia geklebt  f hrt jetzt mit strom     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1728,"@garyimbibe I wonder did they drop an email to Shell, BP, Apple, Microsoft, Tesla, ESB etc? In a city where mediocr… https://t.co/I7qXSOfQIh",  i wonder did they drop an email to shell  bp  apple  microsoft  tesla  esb etc  in a city where mediocr   ,0.0,0.0,negative,0.11,0.89,0.0,-0.2732
1729,@DentDetailPDR @Tesla @elonmusk Nice job mate,      nice job mate,0.6,1.0,positive,0.0,0.417,0.583,0.4215
1731,Tesla Cybertruck body spotted ahead of production start https://t.co/Jzqjy8XQSZ,tesla cybertruck body spotted ahead of production start  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1732,@elonmusk @SenatorSinema Have to agree with you mr. Musk as long as they put the constitution first. Unrelated thou… https://t.co/jOYWbHOm5l,    have to agree with you mr  musk as long as they put the constitution first  unrelated thou   ,0.1,0.3666666666666667,positive,0.0,0.865,0.135,0.3612
1735,"RT @RealMiamiRealty: $CEI I guarantee that a whole lot of you will regret not securing your future. I'm locked and loaded! LFG 💥🚀📈

https:/…",  cei i guarantee that a whole lot of you will regret not securing your future  i m locked and loaded  lfg      https   ,0.1,0.2625,negative,0.219,0.689,0.092,-0.4141
1736,"RT @larryelder: Move over @Tesla and @SpaceX, THIS is @elonmusk’s gigantic contribution to humanity.

#TwitterFiles", move over   and    this is   s gigantic contribution to humanity    twitterfiles,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1737,@ShayTheAries @Tesla built of tinfoil? @elonmusk,    built of tinfoil   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1738,@olukukoyi I first saw Carmen a few years back &amp; thought I imagined it all because I just woke up that night and sa… https://t.co/1f2WOvV67E,  i first saw carmen a few years back  amp  thought i imagined it all because i just woke up that night and sa   ,0.016666666666666663,0.14444444444444446,neutral,0.0,1.0,0.0,0.0
1739,"@wolfejosh You've been keen in exposing ""fraud"" in Tesla/Elon, to the extent of calling Model Y a fake release, whi… https://t.co/XHHU5CfnwL",  you ve been keen in exposing  fraud  in tesla elon  to the extent of calling model y a fake release  whi   ,-0.5,1.0,negative,0.34,0.566,0.094,-0.7579
1740,Is there a camera in the headlights on the Tesla model Y Quicksilver? See my picture in comments and zoom in.,is there a camera in the headlights on the tesla model y quicksilver  see my picture in comments and zoom in ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1741,RT @Umair_404: @StockmoneyL A man of many talents https://t.co/CoXUqrSwDb,   a man of many talents  ,0.5,0.5,positive,0.0,0.5,0.5,0.4588
1742,Cisco Warns of High&amp;Severity Unpatched Flaw Affecting IP Phones Firmware: Cisco has released a new security advisor… https://t.co/r9Yd0StW9g,cisco warns of high amp severity unpatched flaw affecting ip phones firmware  cisco has released a new security advisor   ,0.1481818181818182,0.4972727272727272,positive,0.071,0.808,0.121,0.25
1744,"#Wealth is being created in the current months. If you invest wise, bet big and have a little bit of luck you'll be… https://t.co/6qKWzmy5Fz", wealth is being created in the current months  if you invest wise  bet big and have a little bit of luck you ll be   ,0.128125,0.47500000000000003,positive,0.0,0.633,0.367,0.8761
1745,Diamond industry under attack – Week in security with Tony Anscombe: ESET researchers uncover a new wiper and its e… https://t.co/3wVx2KheVC,diamond industry under attack   week in security with tony anscombe  eset researchers uncover a new wiper and its e   ,0.13636363636363635,0.45454545454545453,positive,0.142,0.639,0.219,0.1779
1747,@CryptoAnglio Nice than last one https://t.co/vLcfRkoDw1,  nice than last one  ,0.3,0.5333333333333333,positive,0.0,0.517,0.483,0.4215
1749,@gigadgets_ Holiday giveaway has started https://t.co/MD7wMBxMi9,   holiday giveaway has started  ,0.0,0.0,positive,0.0,0.526,0.474,0.4019
1751,@TeeTee_tesla @Nissy_SG 行ったことないですっ,  tesla   sg           ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1752,@TeeTee_tesla 久々のモデル3楽しゅうございました✌️,  tesla       3            ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1754,"Elon Musk could lose world's richest person title

#elonmusk #twitter #tesla #spacex #rich #richest #billionaire… https://t.co/PjekF7qnas",elon musk could lose world s richest person title   elonmusk  twitter  tesla  spacex  rich  richest  billionaire   ,0.375,0.75,positive,0.112,0.456,0.432,0.8271
1755,"@OperadorNuclear @elespanolcom Encaja que han pasado 15 años desde esas renovables primadas, y desde entonces la te… https://t.co/Ii8UMXTFeB",    encaja que han pasado 15 a os desde esas renovables primadas  y desde entonces la te   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1759,RT @glideoutside: The ⁦@Tesla⁩ #cybertruck casting is a BEAST! $tsla https://t.co/tp0L3pHp0t, the      cybertruck casting is a beast   tsla  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1762,RT @DesierOfficial: @Lifeformcc @TheSandboxGame @themartinezbros @Calussaofc @MaloneMusicOFC This is amazing! Look at https://t.co/iCq0ZHJ5…,           this is amazing  look at  ,0.6000000000000001,0.9,positive,0.0,0.513,0.487,0.5859
1763,"#IMAGINEPEACE
ALIEN RULERS
https://t.co/7ZD9JaUAOb
P.Wallis
G.Hancock
Martin Luther
Toxic Religion
Vatican Rides Th… https://t.co/WYSKWgdFKN", imaginepeace alien rulers   p wallis g hancock martin luther toxic religion vatican rides th   ,-0.25,0.75,neutral,0.0,1.0,0.0,0.0
1767,https://t.co/SHqdpbP3PY : 172cd35b-a8d6-42ee-9db4-b9b703713892,    172cd35b a8d6 42ee 9db4 b9b703713892,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1769,"Tesla piyasa değerinin neredeyse yarısını kaybetti

https://t.co/qICICiJIyr https://t.co/Cd1fhVB9Ue",tesla piyasa de erinin neredeyse yar s n  kaybetti     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1771,@Dru_marxen @RepTroyNehls @elonmusk @GOP Probably about the time Elon saw first hand what Democrats have done to Sa… https://t.co/GU97Qy3uGb,  marxen       probably about the time elon saw first hand what democrats have done to sa   ,0.25,0.3333333333333333,positive,0.0,0.814,0.186,0.4939
1773,tesla owners when they realize they’re driving aluminum cans: 😰 https://t.co/R2CHISbfJk,tesla owners when they realize they re driving aluminum cans     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1774,RT @C_S_Skeptic: https://t.co/piYoBQw6ky,  ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
1775,@Andoni_Tesla @OperadorNuclear @elespanolcom ¿Sabes que llevas años pagando en tu factura la transición energética?,  tesla      sabes que llevas a os pagando en tu factura la transici n energ tica ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1776,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 私は1人でいても誰かといても…
● ロング派？ショート派？
● ゲームの配信ていつもあんな感じ…
● 女の子を好きになる瞬間などはど…
#質問箱 #匿名質問募集中

https://t.co/cGLmqScwS8",                                 1                                                                                 ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
1777,"Det rör på sig!

Tesla Model S Plaid på autobahn. 

https://t.co/wBALOp1wlx",det r r p  sig   tesla model s plaid p  autobahn     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1778,@StockmoneyL A man of many talents https://t.co/CoXUqrSwDb,  a man of many talents  ,0.5,0.5,positive,0.0,0.5,0.5,0.4588
1779,RT @kustaksendiri: @BullsCoin @TTMuratOfficial @ajansspor #EVENT https://t.co/mMHJrUVKRc,        event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1781,@Lifeformcc @TheSandboxGame @themartinezbros @Calussaofc @MaloneMusicOFC This is amazing! Look at https://t.co/iCq0ZHJ5Ji,          this is amazing  look at  ,0.6000000000000001,0.9,positive,0.0,0.513,0.487,0.5859
1783,@tesla_kobe まだシーズンはじめなのでそこまでパウダーではないですが、軽めの雪で滑りやすかったです😃,  kobe                                            ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1784,"@PHaufe Danke für die Info. Ich fahre einen Mustang Mach E, bin sehr zufrieden. Ich wünsche Dir mit Deinem Tesla vi… https://t.co/VguwjR6VPi",  danke f r die info  ich fahre einen mustang mach e  bin sehr zufrieden  ich w nsche dir mit deinem tesla vi   ,0.0,0.0,negative,0.187,0.813,0.0,-0.5994
1786,@Mrtnvrbst @Hubert_Anemaat Tesla doet niet mee in het vergelijk 😏,    anemaat tesla doet niet mee in het vergelijk  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1787,@relai_app @geekigai @StarfuryFlames Holiday giveaway has started https://t.co/mzQGEzC92K,  app     holiday giveaway has started  ,0.0,0.0,positive,0.0,0.597,0.403,0.4019
1790,@BullsCoin @TTMuratOfficial @ajansspor #EVENT https://t.co/mMHJrUVKRc,       event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1792,"RT @DVATW: Fascinating.
BTW - who owns Tesla? https://t.co/Q7i1yHCFiJ", fascinating  btw   who owns tesla   ,0.7,0.8500000000000001,positive,0.0,0.533,0.467,0.5423
1794,RT @FonsDK: Tesla almost doubled their 🇨🇳 Retail Sales YoY (+96.9%) — while the Chinese auto industry is in decline YoY (-9.2%) $TSLA https…, tesla almost doubled their    retail sales yoy   96 9     while the chinese auto industry is in decline yoy   9 2    tsla https ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1796,Tesla Model S plaid REVIEW with Autobahn (2023) - the hypercar from stoc... https://t.co/6hRoL9Fy8X prostřednictvím @YouTube,tesla model s plaid review with autobahn  2023    the hypercar from stoc      prost ednictv m  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1797,"RT @christgoal: Win a new Tesla Model 3 or $50,000 cash! Enter here: https://t.co/4j0kNpVTt3 https://t.co/5j5Ky6hO2X", win a new tesla model 3 or  50 000 cash  enter here     ,0.4681818181818182,0.42727272727272725,positive,0.0,0.703,0.297,0.5859
1800,@ShayTheAries Oh it’s a @Tesla no wonder those cars are assembled with hope and not much else.,  oh it s a   no wonder those cars are assembled with hope and not much else ,-0.1,0.2,positive,0.129,0.702,0.17,0.1779
1801,"RT @NotATeslaApp: A Sneak Peek at Tesla’s Holiday Update; to Include Improvements to Nav and Music

By @KVNArmstrong

- new music player
-…", a sneak peek at tesla s holiday update  to include improvements to nav and music  by      new music player   ,0.13636363636363635,0.45454545454545453,positive,0.0,0.75,0.25,0.6124
1803,"RT @Berlinergy: #Gigaberlin 🇩🇪 local 

#Tesla plans to run 40 shuttle trains between Erkner and an operating station on the factory premise…",  gigaberlin    local    tesla plans to run 40 shuttle trains between erkner and an operating station on the factory premise ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1805,"RT @FreyrRagnarok: @TOrynski @elonmusk Excellent write up, Tomasz
@Tesla obviously failed in R&amp;D, by not involving people who spent half of…",     excellent write up  tomasz   obviously failed in r amp d  by not involving people who spent half of ,0.05833333333333334,0.3916666666666667,positive,0.157,0.667,0.176,0.1027
1808,"RT @Luise30422903: Das #ÖRR muss weg.
Elon Musks Twitter-Enthüllungen gehen schon seit Tagen um die Welt. Heute legte der Tesla-Gründer nac…", das   rr muss weg  elon musks twitter enth llungen gehen schon seit tagen um die welt  heute legte der tesla gr nder nac ,0.0,0.0,negative,0.151,0.849,0.0,-0.5994
1811,RT @TOrynski: @MMartinsbin @elonmusk Deal. I will keep the classic design. Just as will pretty much everyone else in haulage for.the forese…,     deal  i will keep the classic design  just as will pretty much everyone else in haulage for the forese ,0.20555555555555557,0.45555555555555555,positive,0.0,0.842,0.158,0.4939
1812,"Had a virtual connect with the Founders of Edhub Community @SahityaRoy07 and @PriyaChandak . 🙌🙌 

 @CommunityEduhub… https://t.co/DDfepE1QEW",had a virtual connect with the founders of edhub community   and               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1813,"RT @snuffyowo: @Valkyrae @elonmusk this happened to me not long ago too, same Tesla marketing stuff 😠",     this happened to me not long ago too  same tesla marketing stuff  ,0.0125,0.2625,neutral,0.0,1.0,0.0,0.0
1816,"@elonmusk You know they will, why be more afraid? Tesla is already way down",  you know they will  why be more afraid  tesla is already way down,-0.08518518518518518,0.562962962962963,neutral,0.0,1.0,0.0,0.0
1817,@hanxiaobu2 @UltiverseDAO @SpaceX @elonmusk @Tesla,         ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
1821,@relai_app @Mr21Million @StarfuryFlames This is amazing! Look at https://t.co/LutxtgtOtz,  app     this is amazing  look at  ,0.6000000000000001,0.9,positive,0.0,0.568,0.432,0.5859
1822,@elonmusk @TomFitton @Twitter @realDonaldTrump Now @TheDemocrats will prove #TwitterFiles is “planted”.None of the… https://t.co/6Rn6jHHcOx,        now   will prove  twitterfiles is  planted  none of the   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1823,"@elonmusk @SenatorSinema Ok, this Tweet of yours was dumb. Do you realize how much anger Democrats feel right now a… https://t.co/PMyLXK3TiC",    ok  this tweet of yours was dumb  do you realize how much anger democrats feel right now a   ,-0.07232142857142856,0.43392857142857144,negative,0.302,0.603,0.095,-0.7003
1825,@TESLA_no_TUNO ｱｯｱｯ😚 https://t.co/57YYd4MIkt,  no tuno        ,0.0,0.0,negative,0.688,0.312,0.0,-0.296
